id,offerer,recipient,price,transactionHash,blockTimestamp,price_eth
0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38-147,0x9cd61186115468da3e9495b2df4c7b2a56f2ed68,0x3994077961e621bca7ff2c60d29c3a7f9ca91523,2450000000000000.0,0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38,2022-10-22 07:36:59,0.00245
0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38-148,0x9cd61186115468da3e9495b2df4c7b2a56f2ed68,0x3994077961e621bca7ff2c60d29c3a7f9ca91523,2450000000000000.0,0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38,2022-10-22 07:36:59,0.00245
0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38-149,0x295f316b8f2f718fa012d3f318a763cebd47793b,0x3994077961e621bca7ff2c60d29c3a7f9ca91523,2625000000000000.0,0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38,2022-10-22 07:36:59,0.002625
0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38-150,0x295f316b8f2f718fa012d3f318a763cebd47793b,0x3994077961e621bca7ff2c60d29c3a7f9ca91523,2625000000000000.0,0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38,2022-10-22 07:36:59,0.002625
0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38-151,0x1c67667c0dc15e07d8e075db61fc3974480cb9ef,0x3994077961e621bca7ff2c60d29c3a7f9ca91523,2625000000000000.0,0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38,2022-10-22 07:36:59,0.002625
0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38-152,0x0286a22f655f84c36ff6c80eb566a5a4a8f07541,0x3994077961e621bca7ff2c60d29c3a7f9ca91523,2625000000000000.0,0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38,2022-10-22 07:36:59,0.002625
0x00006236b1fcaa6347c4123698954dc6616cee70565c23a8257f1be09b26b6ae-4,0x15574c115ea0e354fce767e34ad44c98e5fce913,0xadce3263b83c5d34ed04774a973d3ab5b56dec58,4.983e+16,0x00006236b1fcaa6347c4123698954dc6616cee70565c23a8257f1be09b26b6ae,2022-12-22 21:17:47,0.04983
0x00006390e795641d3f493b03afe53bd83ee0ebcfa09dcc5ddffda049ad894642-138,0x3a661a18cb0258119636dfdde098648c6ad5ba62,0x78589dad2a38a92b6913c5e817c7e47104da6351,2.7e+17,0x00006390e795641d3f493b03afe53bd83ee0ebcfa09dcc5ddffda049ad894642,2022-08-01 18:17:35,0.27
0x000063e88d6f6a03066f46604ff21706c42c4da706d5c8a816a6eed707128358-248,0x95258509c665fb66f45987b95d10b4d89872671d,0xc8e955ce48bdded94d85bf3a6f1ec41f8bbb441c,1.062e+16,0x000063e88d6f6a03066f46604ff21706c42c4da706d5c8a816a6eed707128358,2022-08-09 09:21:28,0.01062
0x000063f7fbe031a8b3d05c15725e6ccb68337468f45aa17e1c332b5a9f22855f-660,0xe7b49c1ea4f037d5df5cf70d05aef984ee34678e,0x839a4547fb3aef7c68bfc28248f7fd1de952b524,1.121e+16,0x000063f7fbe031a8b3d05c15725e6ccb68337468f45aa17e1c332b5a9f22855f,2023-01-16 23:35:59,0.01121
0x00006573f59a5c75faf639a030e808a81cf2aef09b4e37fd5ebd8c961a5ad048-89,0x89eacc5aee6688f75935b2240d74742f37659f64,0x597005d6f2dde976b46cbd5550db9fab5dae173c,1.615e+16,0x00006573f59a5c75faf639a030e808a81cf2aef09b4e37fd5ebd8c961a5ad048,2023-01-16 20:49:35,0.01615
0x0000668858a4d37aac539916352acd6f866b733c42e2a7f24935be29dda4c01c-125,0xd3e2e76e4ab0322614fe7aaa3be0b04bed83d0d0,0x3b7f246d8340de4fe0495bfd243fbea798503c7f,1.0785085714285714e+18,0x0000668858a4d37aac539916352acd6f866b733c42e2a7f24935be29dda4c01c,2022-06-27 04:16:59,1.0785085714285714
